id,image_ID,complaint_text_tr,complaint_type,is_verifiable
1107,b494,Ürünün bedeni rengi çok güzel ancak lekeli geldi iade tekrar sipariş vermekten hiç hoşlanmıyorum inşallah leke çıkar ama hiç hoş bir durum değil bu,Faulty,Partially
1108,b495,defolu geldi elimee...,Faulty,Yes
1109,b496,"Aslında tişört gayet iyi, xl aldım oversize durdu (1.67-85). Ama makine de yıkadım üzerinde kendiliğinden lekeler oluştu, sadece kırmızı tonları olan diğer 2 giysimle yıkattım ve yarım saatlik programdı. Bu lekeler nasıl oluştu anlamadım, sadece bu tişörtte oldu. Artık temizlik yaparken giyiyorum :(",Inferior,Yes
1110,b497,"Ürünü çok beğenerek aldım ve giysim fakat ilk yıkamada Siyah Yıldız soldu, t-shirtun şekli kaydı gördüğünüz gibi o yüzden tavsiye etmiyorum.",Inferior,No
1111,b498,"Güzel fakat boğazı dar gibi evde giymeye aldım bunaltabilir. Bir beden büyük alın.
",Ill-fitting,No
1112,b499,aşırı ince bunu alacağıma pazardan rastgele alırım daha iyi kalıbı falan çok güzel ama ince hafif işikta bile iç gösteriyor,Inferior,Yes
1113,b500,yani S bedenin bu kadar büyük olabileceğini tahmin etmiyordum tamam oversize ama bunu babama giydirsem olur babam 110 kilo ben 56 kiloyum mantık olarak babama olabilen bi şey bana olamaz 🥲 kalitesini beğendim,Ill-fitting,Yes
1114,b501,Üzeri lekeleli geldi…,Faulty,Yes
1115,b502,Ürün beyaz değil kesinlikle krem çok uzun ,Discolored,Partially
1116,b502,ve lekeli geldi ürün iade edicem,Faulty,Partially
1117,b503,Ürünü magazisinda deneme sansim olmustu begenerek aldim. Ama gonderilmeden önce keşke kontrol edilse. Ürünün kol kismi sökük halde geldi. Şehir dışına cikacagimdan iade edemedim.,Faulty,Yes
1118,b504,Defolu ürün göndermişler !!!,Faulty,Yes
1119,b505,Ürün yırtık geldi.,Faulty,Yes
1120,b506,"Renk körü değilsem eğer bunun neresi kırmızı söylermisiniz. Fotoğrafla alakası olmayan bi renkte. Elinizde satılmamış kalan fuşyaları pembeleri de kırmızı başlığı altında mı gönderiyorsunuz. Bu ne saygısızlık koy pembe diye, koy fuşya diyen alan alır. Kırmızı iateyen kırmızı alır. Şuna eğer sizin görselinizdeki kırmızı ile aynı diyosanız diyecek sözüm yok. Birde 3 tane aldım hediye.",Discolored,Yes
1121,b507,Okadar dandik ki anlatamam pazardan 10 tl almış gibi,Disappointing,No
1122,b507,heryerinde tüyler var,Faulty,Yes
1123,b508,O kadar kötü bir ürün ki yer bezi bile olmaz,Disappointing,No
1124,b509,"Kazak arka kısmı yırtık geldi iade ediyorum, kalınlıgı güzeldi.",Faulty,Yes
1125,b510,İnce bir kazak. ,Inferior,No
1126,b510,Rengi bek değil kahveye yakın geldi.,Discolored,Yes
1127,b511,Ürün çok kısa kesinlikle mankendeki gibi uzun değil. Bol bekliyordum ama bol da değil.,Ill-fitting,No
1128,b511,Ön kısmında sökülmeye başlamış gibi iç kısmında da lekeler mevcut.,Faulty,Partially
1129,b512,Rengi daha koyu,Discolored,Yes
1130,b512,tunik kadar uzun s beden ile alakası yok iade,Ill-fitting,No
